Номер сертификата происхождения,Наименование РПП,Форма сертификата,Номер бланка,ИИН/БИН отправителя/ экспортера,Наименование отправителя/ экспортера,Адрес отправителя/ экспортера,Наименование товара,Код ТН ВЭД,Критерий происхождения,Страна происхождения товара,Страна получателя/ импортера,Статус сертификата,Дата выдачи,3/20/2025
KZ RS 3 114 00476,Региональная палата предпринимателей Павлодарской области,СТ-2,1400149,221040010827.0,Pavlodar Energo Kurylys LLP,"Kazakhstan, 140000, Pavlodar, passage C, house 53","Molded products planed profiled coniferous from cedar pine, grade CD, humidity 14-18%:
Deck board, thickness 45 mm, width 140 mm, length 3 m",4409101800,Y 47%,Республика Казахстан,Serbia,Истек срок действия сертификата,27.2.2023,27.02.2024
KZ RS 3 111 00626,Региональная палата предпринимателей Костанайской области,СТ-2,1400346,210540028388.0,Limited Liability Partnership «ALATAU AGRO TRADE»,"110000, Republic of Kazakhstan, Kostanay, st. Karbysheva, building 16B","Flax seeds, whether or not crushed",1204009000,P,Республика Казахстан,Serbia,Истек срок действия сертификата,9.2.2023,09.02.2024
KZ RS 3 111 00348,Региональная палата предпринимателей Костанайской области,СТ-2,1400345,120440003348.0,Smart Trade LLP,"Kostanay, Uzkokoleinnaya, street 9",Buckwheat,1008100009,P,Республика Казахстан,Serbia,Истек срок действия сертификата,25.1.2023,25.01.2024
KZ RS 2 111 02800,Региональная палата предпринимателей Костанайской области,СТ-2,1400344,120440003348.0,Smart Trade LLP,"Kostanay, Uzkokoleinnaya, street 9",Buckwheat,1008100009,P,Республика Казахстан,Serbia,Истек срок действия сертификата,11.7.2022,11.07.2023
KZ RS 2 111 02518,Региональная палата предпринимателей Костанайской области,СТ-2,1400343,120440003348.0,Smart Trade LLP,"Kostanay, Uzkokoleinnaya, street 9",Buckwheat,1008100009,P,Республика Казахстан,Serbia,Истек срок действия сертификата,20.6.2022,20.06.2023
KZ RS 2 111 02129,Региональная палата предпринимателей Костанайской области,СТ-2,1400342,120440003348.0,Smart Trade LLP,"Kostanay, Uzkokoleinnaya, street 9",Buckwheat,1008100009,P,Республика Казахстан,Serbia,Истек срок действия сертификата,20.5.2022,20.05.2023
KZ RS 2 111 01128,Региональная палата предпринимателей Костанайской области,СТ-2,1400341,120440003348.0,Smart Trade LLP,"Kostanay, Uzkokoleinnaya, street 9",Buckwheat,1008100009,P,Республика Казахстан,Serbia,Истек срок действия сертификата,25.3.2022,25.03.2023
KZ RS 2 116 00320,Региональная палата предпринимателей города Шымкент,СТ-2,1400382,120640009257.0,"LPP ""DALA-FRUIT.KZ""","RK, Turkestan district, Sayram region, 057 block, building 4528",Cuttings of Granny Smith grade apple tree,602109000,P,Республика Казахстан,Serbia,Истек срок действия сертификата,21.1.2022,21.01.2023
KZ RS 2 116 00281,Региональная палата предпринимателей города Шымкент,СТ-2,1400381,120640009257.0,"LPP ""DALA-FRUIT.KZ""","RK, Turkestan district, Sayram region, 057 block, building 4528",Cutting apple tree,602109000,P,Республика Казахстан,Serbia,Сертификат аннулирован,21.1.2022,21.01.2023
KZ RS 0 108 02636,Региональная палата предпринимателей Жамбылской области,СТ-2,1400055,991040000313.0,«Kazphosphate» LLC,"Kazakhstan, Almaty, Samal-1 district, house 1A",AMMOPHOS,3105590000,Р,Республика Казахстан,Serbia,Истек срок действия сертификата,14.8.2020,14.08.2021
KZ RS 0 108 02536,Региональная палата предпринимателей Жамбылской области,СТ-2,1400054,991040000313.0,«Kazphosphate» LLC,"Kazakhstan, Almaty, Samal-1 district, house 1A",AMMOPHOS,3105590000,D3105,Республика Казахстан,Serbia,Истек срок действия сертификата,10.8.2020,10.08.2021
KZ RS 0 108 02503,Региональная палата предпринимателей Жамбылской области,СТ-2,1400053,991040000313.0,«Kazphosphate» LLC,"Kazakhstan, Almaty, Samal-1 district, house 1A",AMMOPHOS,3105590000,D3105,Республика Казахстан,Serbia,Истек срок действия сертификата,6.8.2020,06.08.2021
KZ RS 0 110 02093,Региональная палата предпринимателей Карагандинской области,СТ-2,1400133,,"""InterTrade Corporation"" LLP
Republic of Kazakhstan
","45, Alash Street, Almaty District, 
City of Nur-Sultan, 010000","Coal, fr. 0-50 mm",2701190000,P,Республика Казахстан,Serbia,Истек срок действия сертификата,11.3.2020,11.03.2021
KZ RS 9 108 04142,Палата предпринимателей Жамбылской области,СТ-2,1400046,820412402360.0,"ИП ""Байлык-2014""","РК, Жамбылская область, Байзакский район, с.Коктал, ул.Мадимара, дом 31",Фасоль продовольственная,713600001,П,Республика Казахстан,Сербия,Истек срок действия сертификата,24.10.2019,24.10.2020
KZ RS 9 108 03870,Палата предпринимателей Жамбылской области,СТ-2,1400045,820412402360.0,"ИП ""Байлык-2014""","РК, Жамбылская область, Байзакский район, с.Коктал, ул.Мадимара, дом 31",Фасоль продовольственная,713600001,П,Республика Казахстан,Сербия,Истек срок действия сертификата,4.10.2019,04.10.2020
KZ RS 9 108 03724,Палата предпринимателей Жамбылской области,СТ-2,1400044,820412402360.0,"ИП ""Байлык-2014""","РК, Жамбылская область, Байзакский район, с.Коктал, ул.Мадимара, дом 31",Фасоль продовольственная,713600001,П,Республика Казахстан,Сербия,Истек срок действия сертификата,24.9.2019,24.09.2020
KZ RS 9 108 03136,Палата предпринимателей Жамбылской области,СТ-2,1400043,820412402360.0,"ИП ""Байлык-2014""","РК, Жамбылская область, Байзакский район, с.Коктал, ул.Мадимара, дом 31",Фасоль продовольственная,708900000,П,Республика Казахстан,Сербия,Истек срок действия сертификата,13.8.2019,13.08.2020
KZ RS 9 108 02382,Палата предпринимателей Жамбылской области,СТ-2,1400039,820412402360.0,"ИП ""Байлык-2014""","РК, Жамбылская область, Байзакский район, с.Коктал, ул.Мадимара, дом 31",Фасоль продовольственная,708900000,П,Республика Казахстан,Сербия,Истек срок действия сертификата,14.6.2019,14.06.2020
KZ RS 9 108 02383,Палата предпринимателей Жамбылской области,СТ-2,1400040,820412402360.0,"ИП ""Байлык-2014""","РК, Жамбылская область, Байзакский район, с.Коктал, ул.Мадимара, дом 31",Фасоль продовольственная,708900000,П,Республика Казахстан,Сербия,Истек срок действия сертификата,14.6.2019,14.06.2020
KZ RS 9 108 01943,Палата предпринимателей Жамбылской области,СТ-2,1400038,820412402360.0,"ИП ""Байлык-2014""","РК, Жамбылская область, Байзакский район, с.Коктал, ул.Мадимара, дом 31",Фасоль продовольственная,713339000,П,Республика Казахстан,Сербия,Истек срок действия сертификата,8.5.2019,08.05.2020
KZ RS 9 108 01583,Палата предпринимателей Жамбылской области,СТ-2,1400036,820412402360.0,"ИП ""Байлык-2014""","РК, Жамбылская область, Байзакский район, с.Коктал, ул.Мадимара, дом 31",Фасоль продовольственная,713339000,П,Республика Казахстан,Сербия,Истек срок действия сертификата,15.4.2019,15.04.2020
KZ RS 9 108 01308,Палата предпринимателей Жамбылской области,СТ-2,1400035,,"ТОО ""Формула успеха-XXI"",","080000, г. Тараз, ул. Ташкентская, дом 44, 
Республика Казахстан",Лук репчатый,703101900,П,Республика Казахстан,Сербия,Истек срок действия сертификата,26.3.2019,26.03.2020
KZ RS 9 108 00133,Палата предпринимателей Жамбылской области,СТ-2,1400031,470620402555.0,"К/Х ""Бегманова З.""","Республика Казахстан, Жамбылская обл., г. Тараз, массив Колтоган ул.1 мая 20",Лук репчатый свежий,703101900,П,Республика Казахстан,Сербия,Истек срок действия сертификата,14.1.2019,14.01.2020
KZ RS 9 108 00134,Палата предпринимателей Жамбылской области,СТ-2,1400032,470620402555.0,"К/Х ""Бегманова З.""","Республика Казахстан, Жамбылская обл., г. Тараз, массив Колтоган ул.1 мая 20",Лук репчатый свежий,703101900,П,Республика Казахстан,Сербия,Истек срок действия сертификата,14.1.2019,14.01.2020
